V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q68,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q75_1,Q75_2,Q75_6,Q75_7,Q75_12,Q75_13,Q75_15,Q75_17,Q75_22,Q75_24,Q75_30,Q75_34,Q75_35,Q75_36,Q75_37,Q89,Q70_1,Q70_2,Q70_3,Q70_4,Q95_1,Q95_2,Q95_3,Q95_4,Q95_5,Q95_6,Q95_7,Q95_8,Q95_9,Q95_10,Q95_11,Q95_12,Q95_13,Q95_14,Q95_15,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_13,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,Q215_1,Q215_2,Q215_3,Q215_4,Q215_5,Q215_6,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,LocationLatitude,LocationLongitude,LocationAccuracy,
R_sSWZHnfdGC2oqul,Default Response Set,Anonymous,,,142.58.41.208,0,2018-02-27 16:43:24,2018-02-27 19:01:25,0,483,38208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_rk9iFggUbYozb2h,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 10:53:54,2018-03-07 11:19:23,1,504,87345,1,50,1,6,4,3,2,6,6,4,5,5,6,2,2,3,2,5,3,3,3,2,4,5,4,2,4,4,3,6,2,2,1,4,2,6,4,2,4,6,4,5,4,3,6,5,5,6,4,5,5,4,6,1,3,4,4,3,7,7,7,7,7,4,7,4,7,4,4,1,7,7,4,7,7,7,7,4,5,4,2,4,4,1,4,1,1,5,1,5,5,5,5,5,5,5,5,1,5,4,7,3,4,3,3,3,2,5,5,5,3,3,4,2,19,sri lankan,behavioral neuroscience,1,8,8,8,2,49.264007568359,-122.93690490723,-1,
R_PFHoLbBKdAG1jQB,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 11:21:53,2018-03-07 11:41:43,1,505,50688,1,61,1,3,4,2,4,5,2,3,2,3,6,4,3,5,4,5,5,7,3,2,3,4,4,4,5,4,3,3,4,5,2,6,5,5,4,2,2,6,2,2,1,6,3,4,2,5,5,2,2,2,2,1,4,2,4,4,5,7,6,6,6,2,6,4,5,2,7,2,1,6,5,6,6,5,6,6,3,6,2,5,6,2,6,2,3,4,5,5,5,1,5,4,5,5,5,2,6,6,2,6,6,3,3,4,2,6,2,7,6,6,6,1,19,chinese,criminology,9,8,8,3,1,49.264007568359,-122.93690490723,-1,
R_3R8GtJmybgisMXo,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 11:45:19,2018-03-07 12:25:25,1,506,26969,1,50,1,6,4,5,2,6,1,2,5,1,7,5,3,2,1,5,1,5,4,1,1,1,4,1,5,4,2,5,4,5,2,5,5,6,4,2,6,6,3,5,1,1,5,3,5,7,6,7,5,1,5,1,3,4,3,3,7,7,5,4,6,6,4,5,3,4,7,5,2,2,5,5,6,6,7,4,6,2,2,5,4,1,7,2,5,4,5,5,5,5,3,3,4,4,5,6,6,5,7,3,4,4,4,4,4,6,7,3,1,3,3,2,18,Chinese,Psychology,3,2,2,8,1,49.264007568359,-122.93690490723,-1,
R_27cXZdlPkAcIE7S,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 12:26:40,2018-03-07 12:56:51,1,507,13370,1,66,1,6,6,2,1,6,3,3,2,1,6,3,5,1,1,5,3,2,4,1,1,4,1,1,1,1,2,2,1,5,1,5,5,6,2,1,4,3,1,1,1,3,5,2,2,5,4,5,2,2,4,1,2,3,4,4,5,7,5,2,6,5,5,4,4,7,3,3,1,5,4,5,4,1,5,5,2,3,1,4,2,1,6,3,2,5,4,5,3,2,5,3,4,4,5,4,7,3,6,4,2,3,3,4,3,6,6,3,5,5,5,1,18,punjabi,psychology,3,3,3,3,3,49.264007568359,-122.93690490723,-1,
R_3LkeoQF7HjZPWah,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 13:35:49,2018-03-07 14:46:10,1,509,50058,1,40,1,5,4,1,1,2,2,2,1,1,7,1,1,2,1,5,3,5,3,3,3,5,2,1,1,1,1,1,1,1,1,4,5,5,2,2,4,3,3,3,1,5,2,2,5,5,2,5,5,4,2,1,2,2,5,4,6,7,5,5,4,5,6,3,6,5,5,6,2,4,5,2,4,3,3,3,5,3,1,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,3,1,1,1,4,3,4,4,5,2,2,2,3,5,2,18,caucasian,Psychology,1,2,1,1,1,49.264007568359,-122.93690490723,-1,
R_vTPM7Qnh8Wjlxp7,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 15:11:05,2018-03-07 15:18:14,1,510,35288,1,31,1,4,4,5,5,5,3,5,5,3,4,4,4,4,5,5,4,3,4,4,5,4,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,6,6,6,6,6,6,4,6,4,6,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,5,4,4,4,5,4,5,5,4,3,3,3,3,5,5,5,3,5,5,2,18,Chinese,Health science,4,2,3,3,1,49.264007568359,-122.93690490723,-1,
R_51tvHafr9uq6G1b,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 15:20:07,2018-03-07 16:17:23,1,511,60442,1,70,1,6,6,3,7,6,3,5,4,3,6,5,2,5,2,6,4,5,3,3,4,5,3,2,5,4,3,5,4,5,3,4,5,6,3,2,5,6,2,5,3,3,3,5,6,6,4,5,5,4,6,1,3,4,3,4,6,6,5,5,6,6,5,3,5,2,4,4,2,5,3,5,5,5,5,4,3,4,5,5,6,3,5,2,3,2,2,4,3,4,4,4,5,5,4,4,6,2,3,5,2,4,2,3,3,6,6,5,6,5,5,1,22,South Asian,Interactive Arts and Technology,5,8,8,8,2,49.264007568359,-122.93690490723,-1,
R_p3Gy2LpY5hRkOjL,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 16:18:33,2018-03-07 16:50:47,1,512,42233,1,62,1,4,4,3,5,3,6,3,4,5,4,2,5,4,2,4,4,3,4,5,4,4,2,4,5,4,5,3,3,4,3,4,4,4,4,2,6,4,5,3,3,3,5,3,6,4,4,4,3,4,5,1,2,4,2,4,3,5,4,3,4,5,4,4,4,4,3,5,2,5,4,4,5,3,5,4,4,5,3,3,4,3,4,4,3,4,3,5,3,5,5,3,3,3,5,3,3,5,3,4,4,2,3,2,3,4,3,3,3,5,4,2,19,chinese,health science,1,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_51PtiDYOoTYEp1v,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-07 16:51:45,2018-03-07 17:26:54,1,513,06101,1,62,1,4,3,4,2,5,5,4,4,5,4,5,5,3,4,3,5,4,4,6,5,5,5,5,5,4,5,4,5,6,4,5,5,3,4,3,7,6,4,3,3,2,6,5,6,6,6,5,4,4,6,1,5,5,3,4,7,7,6,6,5,6,5,6,4,4,7,4,1,3,4,7,6,6,7,1,2,2,4,5,4,2,6,3,3,2,3,4,4,3,5,4,5,5,5,3,7,4,3,2,3,3,1,3,3,6,4,7,6,5,7,2,22,Metis,Criminology ,10,7,7,7,2,49.264007568359,-122.93690490723,-1,
R_w1NWR43M3Xk2GxH,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-08 12:13:21,2018-03-08 12:37:13,1,514,83999,1,40,1,5,5,4,2,4,3,3,4,2,6,5,3,3,4,6,4,4,5,3,4,4,3,3,4,3,2,5,3,4,3,5,6,6,3,1,4,5,3,3,2,7,4,4,5,5,4,6,5,6,3,1,3,4,5,4,6,3,5,6,5,4,5,5,6,6,4,5,5,6,5,5,5,6,5,4,4,5,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,3,4,3,4,3,3,1,3,4,2,18,Vietnamese,Health sciences,7,3,2,8,3,49.264007568359,-122.93690490723,-1,
R_1NerhoFQJ3Wr2eL,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-08 12:38:12,2018-03-08 13:21:36,1,515,09124,1,41,1,7,7,5,1,4,2,2,7,2,6,2,4,2,1,6,1,1,7,7,7,7,3,1,1,3,2,5,5,6,2,5,5,5,4,3,5,4,3,1,3,6,2,3,2,5,1,7,7,5,3,1,4,4,2,3,7,6,6,5,5,5,7,4,3,5,4,5,3,3,3,7,5,6,6,4,7,4,1,3,4,1,6,4,2,5,5,5,5,5,4,2,4,4,5,2,4,3,3,2,4,4,2,1,1,5,4,3,2,5,3,2,18,Chinese,Biological Sciences,6,5,5,3,2,49.264007568359,-122.93690490723,-1,
R_1qe74MaigjKeuqk,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-08 13:23:04,2018-03-08 13:32:44,1,516,74149,1,75,1,4,7,3,5,4,2,5,3,2,6,2,1,5,4,5,3,5,2,3,6,5,5,4,5,2,1,2,2,7,3,5,7,5,4,3,4,6,4,7,2,5,7,4,6,5,5,4,6,6,5,1,5,5,4,5,6,7,7,7,6,7,6,5,4,3,7,4,4,6,5,5,6,5,4,4,4,6,5,5,6,5,5,4,4,3,4,3,4,2,4,5,5,5,3,6,6,7,5,5,5,3,2,4,2,6,6,5,7,6,5,1,19,Canadian,Business,8,3,5,7,4,49.264007568359,-122.93690490723,-1,
R_4NNZrPCxI9laOKl,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-08 13:33:29,2018-03-08 14:12:58,1,517,82444,1,77,1,6,6,5,5,6,3,6,3,5,5,5,3,3,3,6,5,3,4,3,3,6,6,2,6,3,3,5,4,6,1,7,6,6,3,1,6,6,6,3,5,6,6,5,4,5,3,6,4,5,6,1,3,4,3,3,7,6,5,4,3,3,5,6,5,6,5,3,2,3,2,6,5,5,5,5,5,3,3,4,6,2,6,2,3,4,3,5,3,5,4,3,4,4,4,2,6,3,6,3,4,3,4,4,4,5,5,3,2,5,5,2,18,Indian,Biological Sciences,8,3,4,3,1,49.264007568359,-122.93690490723,-1,
R_vcTbgA4ab6JYIw1,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-09 13:27:57,2018-03-09 13:45:50,1,518,10360,1,30,1,5,4,6,3,6,5,3,5,4,5,5,3,2,3,6,5,3,4,5,5,5,6,5,7,5,5,4,6,5,4,6,3,5,4,3,6,6,5,7,5,5,7,6,6,5,4,5,5,5,5,1,3,4,3,3,5,7,6,6,5,5,5,3,5,4,6,4,5,6,5,6,5,5,5,5,6,5,1,5,3,4,5,4,3,4,3,5,5,3,5,5,5,5,5,4,6,5,2,2,4,3,2,3,2,6,6,6,4,6,6,1,18,indo-canadian,Undeclared,15,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_Atlnv8k5uNtRLYl,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-09 13:46:45,2018-03-09 14:01:07,1,519,20391,1,65,1,5,5,2,3,5,6,3,4,2,3,4,2,2,4,5,4,4,5,3,5,5,1,2,5,2,2,4,2,2,2,5,5,5,4,2,4,5,4,2,2,2,5,3,4,5,3,3,3,4,2,1,2,2,4,4,6,6,7,4,6,5,5,4,6,5,4,6,2,2,2,5,3,2,2,3,4,2,2,2,3,2,4,3,3,4,4,4,4,3,5,3,5,4,5,5,6,2,3,3,4,4,4,2,2,3,2,5,1,2,2,2,18,Canadian/Fijian,Economics ,7,5,3,6,1,49.264007568359,-122.93690490723,-1,
R_3n1JieWIpu1FQpt,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-09 14:02:16,2018-03-09 14:42:06,1,520,32344,1,50,1,4,3,5,2,5,2,2,6,3,5,3,4,2,2,6,3,3,4,3,3,4,3,3,3,5,1,2,3,5,3,5,4,3,5,3,5,5,5,3,4,3,3,4,5,3,5,6,6,5,5,1,4,3,4,5,6,4,4,5,4,5,6,4,5,4,5,7,1,5,6,6,5,5,6,7,6,5,4,3,2,4,6,5,3,4,4,4,3,4,3,3,2,3,4,4,5,4,4,5,4,3,3,3,3,2,2,1,1,1,1,2,20,Korean,Criminology,2,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_5mu1XnlRxdNkoyR,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-09 14:43:40,2018-03-09 15:13:34,1,521,10708,1,30,1,6,4,5,2,6,2,2,7,2,7,5,2,1,2,5,4,2,4,4,4,5,1,1,2,2,2,5,2,3,1,6,5,6,2,1,2,3,2,2,1,2,2,4,2,6,6,4,4,2,1,1,3,4,4,4,7,7,7,7,7,6,6,6,5,5,7,7,1,4,7,7,6,5,6,6,7,4,1,2,5,1,7,5,5,5,3,5,5,5,1,1,5,5,5,5,6,5,3,2,2,4,4,4,4,6,5,6,5,6,5,2,18,"japanese, brazilian",business,5,4,3,5,1,49.264007568359,-122.93690490723,-1,
R_SQ7ePb2fPhfBtBf,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-13 12:04:39,2018-03-13 12:27:01,1,522,92610,1,20,1,6,6,3,2,4,3,4,3,2,7,3,2,2,2,6,2,2,3,1,3,2,1,1,5,2,5,2,2,6,3,6,7,7,5,1,5,5,5,3,5,3,6,5,3,6,7,3,6,6,5,1,3,2,4,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,6,5,5,5,5,5,6,3,1,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,3,3,3,4,4,4,4,4,5,5,5,2,5,3,2,22,Canadian born Chinese,Psychology,2,3,4,4,1,49.264007568359,-122.93690490723,-1,
R_DTZclzon0jc3fdT,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-13 12:25:49,2018-03-13 12:44:38,1,523,59332,1,35,1,6,4,2,2,5,6,4,2,2,5,2,2,3,2,5,2,7,1,2,1,5,2,2,3,1,5,2,2,4,2,6,4,5,3,1,4,5,3,3,4,5,4,3,6,5,4,5,2,3,5,1,2,2,4,3,7,7,7,5,6,5,6,5,4,5,4,4,4,3,5,5,5,3,4,5,5,1,2,6,2,1,2,3,3,4,3,5,5,5,5,4,5,5,5,2,6,2,7,3,5,3,3,3,3,5,3,3,1,6,2,2,18,Chinese,Psychology,3,8,8,8,1,49.264007568359,-122.93690490723,-1,
R_3NEgTiSvPJypgTs,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-13 12:38:18,2018-03-13 13:14:50,1,524,30449,1,25,1,5,5,3,2,4,1,3,4,3,4,5,3,2,3,5,4,3,5,4,5,4,4,2,3,5,2,5,3,3,2,5,5,5,3,2,5,5,4,4,3,3,5,3,5,4,4,3,5,4,5,1,3,4,4,4,6,4,5,4,6,7,5,5,5,5,3,7,4,5,4,4,4,5,5,5,5,3,3,4,5,2,5,4,4,5,4,4,4,4,2,4,3,2,3,3,6,5,4,5,6,3,3,4,2,3,2,1,5,2,3,1,18,Canadian-Vietnam,Psychology ,2,3,2,4,1,49.264007568359,-122.93690490723,-1,
R_22n8f0xW0mtwYww,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-13 12:45:38,2018-03-13 13:26:10,1,525,87253,1,52,1,5,4,3,3,4,5,4,4,3,4,5,4,3,3,5,4,4,4,5,4,5,4,4,3,3,3,4,4,4,4,5,5,5,4,3,3,5,3,3,2,3,6,5,3,4,5,4,2,1,3,1,2,4,3,2,6,6,4,2,6,5,2,7,2,2,3,3,1,4,2,4,4,4,4,4,4,3,4,4,4,5,4,2,4,4,3,3,4,2,3,2,4,4,4,1,7,7,5,4,4,3,3,3,3,3,3,3,3,3,4,1,20,indo-canadian,business,2,5,5,3,2,49.264007568359,-122.93690490723,-1,
R_8qXmO36YtTufl9n,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-13 13:16:15,2018-03-13 14:17:07,1,526,11789,1,40,1,6,7,5,1,6,1,4,2,2,6,2,4,2,1,5,1,2,4,2,5,7,2,2,4,5,1,4,5,5,2,6,5,6,2,1,6,6,5,3,1,4,6,4,4,4,3,4,3,4,6,1,1,2,5,5,7,7,7,7,7,5,7,7,6,7,7,5,1,7,5,5,5,1,6,6,5,4,5,1,2,1,7,2,5,5,4,5,5,4,5,4,1,4,4,7,6,2,5,2,2,4,4,3,3,6,5,1,1,1,2,1,21,Filipino,Criminology,14,2,1,4,1,49.264007568359,-122.93690490723,-1,
R_3HpGpxv41lSM2ZT,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-13 14:18:18,2018-03-13 14:48:59,1,527,19212,1,10,1,6,7,5,2,4,6,3,3,2,6,3,2,1,2,5,3,6,5,2,5,6,4,2,5,2,1,6,5,6,2,6,6,6,2,1,7,5,2,6,1,4,6,6,5,7,3,7,6,5,7,1,4,4,4,5,7,7,5,6,4,6,6,3,5,7,2,5,1,5,7,6,6,5,5,4,6,4,3,5,3,3,6,4,4,5,5,4,4,4,5,4,5,5,5,3,7,2,7,1,4,4,3,3,3,6,6,1,2,5,1,2,18,Indian,Business,9,2,1,4,3,49.264007568359,-122.93690490723,-1,
R_1ghlfgi8uQXjzjm,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-13 14:49:50,2018-03-13 15:15:52,1,528,28733,1,72,1,5,3,5,3,5,2,4,3,1,6,5,3,1,3,5,5,2,5,3,3,4,4,3,5,2,2,4,3,5,2,5,5,5,4,4,3,5,5,4,3,3,4,4,4,5,6,5,5,5,4,1,3,3,4,4,7,7,5,7,6,7,4,6,7,4,7,5,4,5,5,6,6,6,6,6,5,5,3,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,2,5,4,3,3,2,5,4,4,3,4,3,2,18,punjabi,international studies,11,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_2rxzabZDihWms3M,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-13 15:16:34,2018-03-13 15:39:56,1,529,14354,1,50,1,2,4,2,5,5,5,4,3,4,5,3,3,4,3,5,4,4,4,4,3,4,3,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,5,4,4,4,5,4,4,5,4,1,3,3,4,4,6,6,5,2,5,5,4,4,4,4,4,4,2,3,5,3,5,5,4,5,4,4,2,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,3,3,3,3,5,5,5,5,5,5,2,18,asian,criminology,1,8,8,8,1,49.264007568359,-122.93690490723,-1,
R_2CJOP6xLVG9V63F,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-13 15:27:09,2018-03-13 16:15:40,1,530,38498,1,93,1,5,2,6,5,5,3,2,5,4,4,2,2,2,5,3,7,2,5,7,6,3,5,7,5,2,5,5,5,6,5,1,1,1,7,6,5,5,2,5,2,1,5,6,4,5,7,4,4,2,5,1,5,5,3,4,7,7,5,7,6,5,6,4,5,4,6,6,2,2,4,7,7,6,4,5,5,1,2,3,5,5,7,3,4,4,1,4,4,5,4,3,5,5,5,7,7,5,7,5,4,1,1,3,3,7,7,7,6,7,7,2,18,European- white,criminology,9,7,7,7,2,49.264007568359,-122.93690490723,-1,
R_8f9EzMfXbuxOP2p,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-06 15:12:28,2018-03-06 15:24:25,0,500,75344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3lXPR2zgiphvvNe,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-13 15:40:50,2018-03-13 16:27:17,1,531,49321,1,20,1,6,6,5,2,4,3,3,4,2,6,5,4,2,2,6,2,4,4,2,4,6,4,2,4,4,2,5,2,5,2,6,6,6,2,2,4,4,2,3,2,5,4,5,5,6,3,5,5,6,3,1,2,4,4,4,5,5,5,5,5,6,5,5,4,6,4,6,4,4,5,6,3,3,6,6,5,4,2,5,4,3,5,4,4,5,4,5,4,5,2,3,3,2,3,4,7,2,5,1,4,4,4,3,3,4,4,2,1,5,2,2,19,Chinese and German mix,Political Science,10,3,2,2,1,49.264007568359,-122.93690490723,-1,
R_3PFeFOTL8f6QZL1,Default Response Set,Anonymous,,,142.58.41.208,0,2018-03-13 16:24:57,2018-03-13 16:38:52,1,533,52972,1,10,1,4,3,3,3,2,3,3,3,3,5,2,3,3,3,4,4,3,2,4,4,4,2,2,4,2,3,5,4,4,5,5,5,4,5,3,6,5,4,6,5,3,5,5,5,5,5,4,5,5,4,1,4,4,4,3,6,7,4,5,5,5,4,4,5,6,4,5,3,4,5,6,5,6,6,5,5,5,4,5,6,6,6,4,4,5,4,4,5,4,4,4,5,5,5,2,6,4,4,6,4,3,3,2,2,3,3,3,3,3,4,2,19,Chinese,Education,9,5,5,5,3,49.264007568359,-122.93690490723,-1,
R_eEVp7mqHVIak6t3,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-13 16:17:37,2018-03-13 16:48:25,1,532,84984,1,75,1,7,5,4,3,4,2,4,4,1,4,1,4,3,2,5,3,4,5,1,4,4,3,1,3,4,2,4,3,5,2,7,7,7,1,1,3,4,2,4,1,4,5,4,5,5,4,5,5,6,4,1,3,4,3,5,6,6,6,4,7,6,6,6,7,5,7,5,2,7,6,6,7,6,7,6,7,4,2,4,3,4,7,3,2,5,4,5,5,4,4,5,4,4,5,4,5,4,4,2,4,4,4,4,4,6,6,3,5,4,5,2,19,European,Psychology,6,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_vcOPyIq9kwWU5Vv,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-06 16:12:29,2018-03-06 16:12:58,0,502,09523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_tMQjjev15ytOeqt,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-13 16:48:59,2018-03-13 17:21:21,1,534,27136,1,65,1,6,5,5,3,5,3,4,4,3,5,5,4,5,2,6,3,3,5,3,4,6,5,2,5,5,3,4,5,5,3,5,5,6,3,2,6,5,4,3,3,3,5,3,6,5,3,5,5,4,5,1,3,4,4,4,5,5,4,4,5,3,5,5,4,4,5,4,2,3,4,5,5,3,6,5,5,3,2,5,4,2,5,4,4,3,3,4,4,4,3,3,3,3,4,6,6,4,5,2,4,3,3,3,3,5,4,5,3,5,3,2,18,Taiwanese,General Science Double Minor,1,2,2,4,1,49.264007568359,-122.93690490723,-1,
R_1hGMjQjhQdiFLOL,Default Response Set,Anonymous,,,142.58.41.202,0,2018-03-13 17:22:48,2018-03-13 17:53:41,1,535,74669,1,42,1,6,4,5,2,4,3,3,4,3,4,5,6,2,1,6,4,4,3,3,3,4,3,4,6,5,2,4,5,4,1,5,5,5,2,1,5,4,4,4,4,3,4,4,4,4,4,5,4,5,3,1,4,3,3,4,6,6,5,6,5,5,5,4,4,4,6,5,2,4,5,6,6,5,6,5,5,4,4,5,5,1,6,3,3,3,3,3,3,3,3,3,3,3,3,4,6,2,5,4,4,3,3,4,4,5,6,5,3,5,3,1,20,"White, Metis",Criminology,1,3,2,5,4,49.264007568359,-122.93690490723,-1,
R_1ey3SSA32TuXwDF,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-14 10:47:46,2018-03-14 11:18:55,1,536,40085,1,73,1,5,5,2,3,5,7,1,2,5,5,2,5,1,3,3,6,2,3,3,2,5,6,5,5,2,3,4,3,5,3,2,2,3,3,5,6,7,6,6,6,2,7,5,6,5,6,5,5,5,6,1,1,4,5,4,6,6,5,7,6,6,5,3,5,3,7,5,1,6,5,6,5,5,3,4,6,3,4,4,5,2,7,5,3,2,5,5,5,4,5,5,5,5,5,6,4,7,3,1,4,3,3,2,3,4,5,2,1,5,3,1,18,South East Asian,Biomedical Physiology and Kinesiology,13,5,5,6,2,49.264007568359,-122.93690490723,-1,
R_2wiqprl1yfn8xp6,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-14 11:22:36,2018-03-14 11:43:11,1,537,61497,1,63,1,6,5,3,3,5,3,3,5,2,6,2,3,3,2,5,3,5,3,6,2,4,2,2,3,2,3,5,3,3,2,6,6,6,3,2,5,2,2,2,2,5,2,2,5,3,2,6,5,5,3,1,2,4,4,4,5,6,3,5,5,5,5,6,5,6,5,5,4,5,5,5,3,3,5,5,5,5,2,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,3,3,4,3,4,3,5,5,2,3,3,3,2,17,Indo-Canadian,Psychology,9,2,2,2,3,49.264007568359,-122.93690490723,-1,
R_5APCuZmSZpkGeBz,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-14 11:44:18,2018-03-14 13:11:54,1,538,93479,1,95,1,5,5,3,3,4,2,3,2,3,3,3,2,4,3,7,4,2,5,2,5,3,5,3,5,2,2,5,5,5,6,5,5,6,2,2,6,6,6,6,7,3,6,5,2,5,6,3,2,2,5,1,3,4,4,4,6,7,6,3,5,6,5,3,6,5,5,5,4,7,5,7,3,5,6,3,4,6,5,3,3,4,5,2,4,4,3,5,4,1,4,4,4,4,4,5,6,2,6,1,6,3,4,3,3,5,6,4,2,3,3,1,19,Mexican,Criminology & Psychology Joint,6,3,3,4,1,49.264007568359,-122.93690490723,-1,
R_vrdDI9Z47IP04Vj,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-14 13:13:32,2018-03-14 13:47:26,1,539,18535,1,86,1,5,7,4,2,6,1,3,5,4,5,3,4,2,1,6,3,5,5,3,5,5,3,2,3,4,2,4,3,3,2,7,5,5,3,2,5,4,1,3,1,3,4,2,3,3,3,5,4,4,5,1,2,3,4,4,7,3,4,4,3,4,7,4,5,7,3,1,2,2,2,7,4,4,5,7,2,5,1,4,3,3,6,1,4,5,4,5,5,5,2,3,4,3,4,4,7,4,2,2,3,3,4,3,4,5,4,3,2,4,4,2,18,Filipino ,Psychology,7,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_1CrQp6rLnwvBe8A,Default Response Set,Anonymous,,,142.58.41.232,0,2018-03-14 13:54:01,2018-03-14 14:27:24,1,540,33240,1,50,1,6,5,6,2,4,5,2,5,2,5,2,4,3,4,5,2,2,5,4,3,6,5,2,3,5,2,5,5,5,2,5,6,6,2,1,5,3,4,4,3,4,7,3,5,3,4,5,5,5,6,1,1,3,4,4,4,4,2,2,6,5,6,7,6,6,7,6,1,5,3,7,6,7,6,6,6,5,3,3,5,2,6,4,4,5,4,5,5,4,2,3,2,3,5,4,6,3,3,6,6,4,4,3,3,5,2,3,1,3,3,2,18,arab,criminology ,7,2,3,1,3,49.264007568359,-122.93690490723,-1,
