V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,placeholder1,placeholder1,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_2zjyud6UfrDmwZv,Default Response Set,Anonymous,,,70.70.16.222,0,2018-03-21 15:45,2018-03-21 15:58,1,,,96387,1,40,1,5,6,4,2,5,2,1,4,2,6,3,4,2,2,6,2,5,4,2,2,6,3,2,5,5,1,4,3,6,2,6,7,7,2,1,5,5,4,2,3,4,2,3,5,6,5,5,2,3,5,1,4,4,4,4,4,5,5,3,5,5,5,3,3,7,4,6,1,4,2,6,5,6,7,5,5,3,2,2,3,2,5,4,5,5,4,5,4,4,3,3,5,4,3,5,5,3,2,3,6,4,4,4,3,6,5,2,2,2,1,1,19,white European,Psychology,8,2,1,2,3,2
R_1H6QklGij06YzEX,Default Response Set,Anonymous,,,173.180.46.84,0,2018-03-21 16:00,2018-03-21 16:19,1,,,87087,1,80,1,6,5,3,2,5,3,3,2,4,7,1,2,3,2,5,4,5,1,4,1,5,1,4,3,1,3,6,5,3,1,5,3,4,4,4,3,5,2,5,2,3,5,2,2,4,5,4,4,4,2,1,2,2,5,4,6,6,7,5,5,3,6,2,5,4,4,5,6,7,2,6,2,2,4,3,5,2,2,3,2,2,4,4,3,4,4,3,4,2,5,4,4,3,4,4,5,4,5,3,4,3,3,2,2,5,5,4,3,5,3,1,20,White,Economics,8,3,5,3,1,2
R_OwJMnol31LRRe6J,Default Response Set,Anonymous,,,174.6.73.58,0,2018-03-21 16:53,2018-03-21 17:12,1,,,22095,1,20,1,6,6,2,1,5,2,3,2,1,6,2,6,2,1,6,4,2,6,6,2,5,3,6,2,2,1,2,1,6,2,6,6,6,2,2,6,7,1,2,1,3,2,6,6,5,5,6,4,3,3,1,2,5,4,5,6,6,5,6,5,1,7,5,4,3,7,7,1,4,6,7,6,6,7,1,5,1,2,5,5,2,7,1,4,3,2,5,4,3,5,4,5,5,4,2,7,4,6,6,4,3,3,3,3,7,6,3,2,5,2,1,20,south asian,political science,,5,5,5,2,2
R_3Jq1gWGVDrNF303,Default Response Set,Anonymous,,,154.20.27.8,0,2018-03-21 18:37,2018-03-21 18:55,1,,,92879,1,50,1,6,7,2,3,6,2,3,4,2,6,2,4,4,2,6,2,4,3,2,4,5,2,2,3,4,2,4,3,4,2,5,5,6,3,2,4,2,3,2,2,4,3,2,4,4,3,6,4,6,4,1,3,4,3,3,5,4,4,5,4,4,5,3,4,6,3,5,3,3,5,3,3,3,3,5,6,4,2,4,2,2,5,4,3,5,3,4,4,4,3,3,4,4,3,7,5,4,6,3,4,4,3,3,3,5,5,1,1,2,2,2,18,Filipino,Earth science ,6,3,3,2,1,2
R_1hLswlr5gMIhEw2,Default Response Set,Anonymous,,,70.71.75.11,0,2018-03-21 21:55,2018-03-21 22:15,1,,,16088,1,81,1,6,2,1,7,4,5,5,2,2,4,1,2,4,4,3,3,4,2,5,2,4,2,3,2,2,6,4,4,5,4,4,4,3,4,3,5,6,2,6,2,3,6,4,4,5,4,3,3,3,4,1,4,4,3,4,6,6,6,2,6,6,6,3,6,6,6,6,6,6,5,4,7,6,4,6,4,5,1,4,5,3,5,4,4,4,4,4,5,1,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,4,5,5,3,5,6,1,19,chinese,cmpt,,8,8,8,4,2
R_1K9HPcQG5qaoeih,Default Response Set,Anonymous,,,172.103.148.110,0,2018-03-22 9:04,2018-03-22 9:17,1,,,11104,1,50,1,4,4,2,3,3,3,2,2,4,4,3,3,2,2,5,2,5,4,2,3,4,2,2,2,2,4,5,2,3,2,5,4,5,3,3,3,2,2,3,3,5,3,2,2,4,3,4,5,5,2,1,2,2,3,4,5,7,3,5,5,2,5,4,5,5,2,4,1,2,2,5,5,5,5,5,5,4,2,5,5,2,6,3,3,4,2,4,4,3,4,2,4,4,4,6,7,3,2,1,2,3,3,3,3,5,5,2,2,4,3,2,18,Chinese,Criminology ,5,3,3,4,1,2
R_3scBSFlUjruYVHO,Default Response Set,Anonymous,,,24.114.37.164,0,2018-03-15 10:40,2018-03-15 10:41,0,,,40085,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_2WYhph1ACJfBOv7,Default Response Set,Anonymous,,,207.23.177.79,0,2018-03-22 10:41,2018-03-22 10:56,1,,,97780,1,71,1,5,6,3,3,4,2,3,3,2,6,2,4,2,2,5,3,6,3,5,3,4,3,2,3,2,5,4,3,5,2,6,6,6,3,2,5,5,2,4,2,5,3,5,4,6,5,5,4,3,5,1,2,2,3,4,7,7,6,4,5,2,6,4,5,6,5,3,2,6,2,6,5,5,6,6,5,5,3,2,3,2,5,5,5,5,4,5,4,3,4,3,4,3,4,3,6,5,3,6,6,4,4,2,3,3,3,5,5,5,5,1,19,Indian,Mechatronics Systems Engineering,7,3,3,4,3,2
R_1dK2c338tDmMq9P,Default Response Set,Anonymous,,,184.151.231.186,0,2018-03-22 10:57,2018-03-22 11:12,1,,,41043,1,60,1,6,6,2,5,5,3,3,3,3,6,3,6,2,1,5,4,5,3,5,2,4,2,2,2,1,3,3,2,5,2,6,6,6,2,2,6,6,3,3,2,5,3,3,6,5,5,5,5,5,6,1,4,4,4,5,6,5,5,2,5,5,5,5,4,6,5,4,1,3,4,6,5,5,6,5,6,3,2,5,6,2,6,5,4,5,4,5,4,4,2,3,3,4,4,5,5,5,6,3,4,4,4,3,2,5,5,3,3,5,5,2,21,Caucasian,Education,6,2,2,3,3,2
R_bkZOrdGS2LVL9PH,Default Response Set,Anonymous,,,207.23.168.109,0,2018-03-22 11:25,2018-03-22 11:41,1,,,30007,1,75,1,5,4,4,6,3,5,5,5,5,3,3,4,2,4,3,5,2,3,3,5,5,6,4,6,5,5,4,5,6,6,3,3,5,6,3,6,7,5,5,6,2,7,7,6,7,6,2,5,3,7,1,5,5,4,3,7,7,7,7,2,5,4,2,2,2,7,5,5,4,7,6,5,5,6,4,5,5,5,3,5,4,6,2,2,2,3,4,3,3,5,5,5,5,5,6,6,5,6,6,5,3,3,3,2,7,7,6,5,7,6,1,20,Eurasian,Political Science,10,4,5,3,2,2
R_3FXNSFWLxQ044Yo,Default Response Set,Anonymous,,,70.70.252.160,0,2018-03-22 12:30,2018-03-22 12:42,1,,,47758,1,2,1,4,3,2,2,3,2,3,2,3,6,3,2,4,1,2,2,4,3,4,2,5,3,2,3,5,2,5,3,5,2,5,5,4,4,2,2,2,2,2,2,4,2,2,5,5,2,4,2,4,2,1,2,3,3,2,7,7,6,3,5,4,5,3,6,5,6,5,3,7,6,5,5,3,5,2,2,2,2,5,1,2,5,2,3,4,2,5,5,3,5,5,5,5,5,6,5,7,3,5,3,4,3,4,3,6,6,3,1,5,5,2,20,South asian,Psychology,7,9,9,9,4,2
R_3LcqhlTlknoZ12E,Default Response Set,Anonymous,,,209.52.88.121,0,2018-03-22 14:13,2018-03-22 14:27,1,,,35429,1,60,1,5,6,5,3,5,2,1,5,2,6,3,3,1,2,7,1,2,3,2,3,5,2,3,3,3,2,5,5,6,2,7,6,6,2,1,7,5,5,5,4,4,5,3,7,5,3,5,5,5,7,1,2,3,4,4,7,3,4,6,7,5,4,4,6,5,4,5,3,5,5,5,6,5,6,5,6,3,2,3,3,2,5,3,4,4,4,5,5,4,4,5,3,4,5,2,6,4,7,4,4,4,4,3,3,3,3,3,2,2,2,2,23,Caucasian,Kinesiology,12,2,1,2,1,2
R_2SofiuEtgV8v6dB,Default Response Set,Anonymous,,,70.70.118.74,0,2018-03-22 14:33,2018-03-22 14:55,1,,,49414,1,63,1,5,4,5,2,5,3,3,5,2,4,5,3,3,4,6,5,3,6,3,5,4,5,4,3,4,3,5,5,5,5,5,5,6,3,2,5,6,3,4,3,3,5,4,5,5,5,6,6,3,5,1,3,4,4,5,5,7,7,6,6,6,6,4,4,4,5,5,1,5,3,7,6,6,7,2,5,3,4,6,5,3,6,4,4,4,4,5,5,5,3,3,3,4,4,2,7,3,2,1,3,4,3,4,2,6,4,1,2,6,3,2,18,sikh ,criminology ,,3,2,3,1,2
R_3pgclAhRD3V8H9o,Default Response Set,Anonymous,,,140.161.250.179,0,2018-03-22 16:30,2018-03-22 17:16,1,,,12020,1,0,1,5,5,6,2,5,5,1,6,4,4,4,4,1,4,6,4,4,4,3,3,4,5,4,6,3,2,4,4,6,4,6,6,6,2,2,6,7,4,4,1,2,7,7,6,7,6,4,5,5,5,1,2,3,5,4,5,7,7,5,5,6,7,3,2,4,6,6,3,7,5,6,5,2,4,2,2,2,3,6,7,6,6,2,5,4,5,4,3,5,4,4,4,4,2,4,6,3,6,3,4,3,3,2,1,6,6,6,2,6,5,2,25,Asian/Canadian,Business,,2,2,6,4,2
R_1MXvWgmUozG0ltk,Default Response Set,Anonymous,,,216.251.140.26,0,2018-03-22 17:43,2018-03-22 17:59,1,,,2634,1,57,1,5,5,4,3,5,1,5,4,2,5,4,7,2,2,5,4,6,3,2,4,5,5,2,5,4,3,3,4,5,4,7,6,5,2,1,6,3,4,3,4,2,5,6,6,4,7,2,3,2,5,1,1,2,4,4,6,6,2,4,6,5,6,5,5,5,6,6,1,6,6,7,5,4,6,7,6,6,1,2,1,1,6,5,3,4,4,4,4,4,4,1,5,5,5,3,5,2,5,4,4,4,3,4,4,5,5,5,5,5,3,2,22,Canadian,Undeclared,8,4,5,3,2,2
R_2BlpLRhflL2hgNx,Default Response Set,Anonymous,,,207.216.201.212,0,2018-03-23 0:46,2018-03-23 0:51,1,,,91432,1,76,1,5,4,4,4,4,5,3,3,4,3,4,4,5,4,5,5,4,4,3,2,5,4,4,3,2,3,4,3,2,4,3,4,1,2,3,4,4,2,4,5,4,4,4,5,5,4,3,3,4,4,1,3,2,3,4,4,5,4,3,5,5,4,4,3,5,6,4,4,5,5,2,4,4,3,4,4,4,3,3,4,5,5,2,4,4,2,4,3,3,3,3,4,3,4,4,5,4,4,4,4,3,3,2,3,4,4,4,4,2,4,2,18,South asian,Psychology,7,2,3,4,1,2
R_1GN9LpH2CiUk07m,Default Response Set,Anonymous,,,207.23.164.63,0,2018-03-16 10:37,2018-03-16 10:42,0,,,64035,1,72,1,3,2,2,1,5,4,2,5,1,6,5,4,2,2,5,3,5,5,2,4,4,3,2,5,3,2,4,3,3,2,6,7,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,2
R_rfhDlrjCF24l66Z,Default Response Set,Anonymous,,,174.7.55.234,0,2018-03-23 10:40,2018-03-23 10:50,1,,,10952,1,70,1,6,7,4,2,5,3,4,4,1,6,5,4,5,3,5,4,4,5,4,6,4,4,2,6,2,3,6,5,6,2,6,5,7,5,1,6,5,4,1,2,6,6,6,6,4,7,6,5,5,6,1,4,5,5,3,7,7,7,7,7,5,4,6,4,5,5,5,4,7,7,6,7,7,6,6,7,5,5,6,4,4,7,4,5,5,5,5,4,5,5,5,5,5,5,4,6,4,4,4,4,3,3,3,3,7,6,4,3,5,6,2,18,Chinese and Caribbean ,psychology,7,5,3,5,2,2
R_3fdc7cX4dJIgI85,Default Response Set,Anonymous,,,207.23.202.146,0,2018-03-23 14:07,2018-03-23 14:10,1,,,2886,1,,1,4,4,5,5,4,5,5,5,4,4,4,4,5,5,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,2,3,2,3,4,4,4,4,4,4,1,21,black,Psych,11,2,2,3,1,2
R_uyMgZI60UU8ns0F,Default Response Set,Anonymous,,,207.216.127.18,0,2018-03-23 18:20,2018-03-23 19:45,1,,,57037,1,40,1,4,5,1,2,5,4,3,2,2,6,2,4,4,2,4,4,6,2,4,2,4,3,2,5,2,3,5,3,5,3,6,6,6,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,6,7,4,6,7,5,5,5,6,4,6,3,4,4,5,5,3,4,2,4,3,2,2,4,5,4,4,3,2,4,1,5,4,3,5,5,5,5,4,5,4,3,4,1,4,4,3,3,3,3,2,3,2,5,3,2,18,South Asian,Cog sci,2,8,8,8,4,2
R_3dJMiZLHKdUgjbT,Default Response Set,Anonymous,,,184.65.186.144,0,2018-03-24 15:31,2018-03-24 15:35,1,,,78988,1,40,1,6,6,6,6,6,6,1,3,1,5,5,3,2,2,6,5,3,5,1,3,5,3,1,2,5,3,6,5,5,5,6,6,6,6,1,4,5,4,5,4,3,3,3,3,3,5,3,4,4,5,1,3,2,4,3,3,3,5,4,5,3,5,4,3,4,4,5,5,4,4,4,4,5,5,4,4,5,5,5,6,5,4,4,3,3,5,4,3,3,4,3,4,4,3,4,6,5,4,5,5,3,2,3,3,3,5,6,5,5,6,2,18,sikh,health science,7,1,1,2,1,2
R_d5yjZRfgsC4Yruh,Default Response Set,Anonymous,,,207.23.195.87,0,2018-03-28 10:38,2018-03-28 10:52,1,,,89981,1,51,1,5,5,5,5,5,2,2,5,3,5,3,3,3,3,5,3,5,5,3,5,5,5,3,3,5,3,5,3,3,2,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,4,4,6,5,4,5,5,6,5,5,6,6,5,6,6,6,5,5,4,5,5,5,5,5,3,3,3,3,5,3,4,4,3,4,4,3,4,3,4,4,4,5,5,5,7,5,5,4,4,3,2,4,4,4,3,4,4,2,18,Persian/ Russian,Communications,10,8,8,8,1,2
R_DjJQg1qRtcwalgZ,Default Response Set,Anonymous,,,207.23.161.1,0,2018-03-28 11:17,2018-03-28 11:26,1,,,47697,1,65,1,5,6,4,4,5,3,2,3,3,6,3,3,4,2,5,3,3,3,5,3,4,2,2,3,2,3,5,2,5,2,5,5,5,3,2,5,5,3,3,2,4,3,3,5,5,3,5,5,4,6,1,4,4,4,3,7,6,6,5,5,5,5,5,5,6,6,4,4,5,4,5,4,3,5,4,4,3,3,3,3,1,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,5,4,4,3,3,4,3,2,2,5,3,1,19,European/ southeast asian,Resources and Environmental Management ,14,3,2,3,3,2
R_3IVMGXw19BwMZuF,Default Response Set,Anonymous,,,70.71.220.6,0,2018-03-28 11:21,2018-03-28 11:31,1,,,72369,1,67,1,5,2,4,2,5,2,1,5,2,5,2,2,1,2,7,4,2,4,2,4,4,4,2,5,2,1,4,4,5,2,5,6,6,4,1,5,4,3,4,2,3,4,1,5,5,1,5,5,5,5,1,2,3,2,2,7,7,7,2,7,6,6,4,4,4,7,4,2,5,6,5,4,4,2,5,4,3,2,2,2,2,5,2,3,5,5,5,5,5,4,3,5,5,5,1,7,1,7,4,4,4,4,3,3,5,5,1,1,3,1,2,22,Indian,Health science,14,5,4,5,2,2
R_5hCHH2bU2jmemgp,Default Response Set,Anonymous,,,207.23.201.8,0,2018-03-28 11:31,2018-03-28 11:41,1,,,34247,1,52,1,6,3,1,3,2,5,3,1,3,4,1,5,1,3,3,7,3,2,2,2,2,1,1,6,2,3,4,2,1,2,3,2,5,5,3,2,6,2,5,3,3,5,2,2,6,2,5,5,5,6,1,5,5,4,3,7,7,6,7,3,4,4,4,3,5,7,5,2,5,7,6,7,5,2,3,2,2,5,2,7,6,7,3,3,3,3,4,4,4,5,5,5,5,5,6,2,5,4,4,6,3,3,2,2,6,7,5,3,6,5,1,19,Portuguese,Criminology,8,5,3,5,2,2
R_3CKsrXNnoTGuE68,Default Response Set,Anonymous,,,96.48.148.255,0,2018-03-28 11:47,2018-03-28 12:01,1,,,17978,1,75,1,6,5,5,2,5,3,2,5,2,5,4,4,2,2,7,3,4,4,3,5,6,3,2,3,2,2,4,3,5,2,6,6,5,5,1,5,2,3,2,2,4,2,2,5,5,5,6,5,5,5,1,3,3,4,4,6,6,5,5,3,5,6,4,4,4,3,4,5,6,6,5,5,3,6,6,7,3,3,2,2,1,6,5,5,5,5,4,5,5,3,3,4,3,3,5,7,5,2,7,3,3,3,3,3,5,5,5,2,5,2,2,19,indian ,psychology ,15,8,2,5,1,2
R_3lSICAI4Giu4HQo,Default Response Set,Anonymous,,,24.87.69.236,0,2018-03-28 13:12,2018-03-28 13:27,1,,,11614,1,51,1,5,5,5,3,5,4,2,3,2,3,2,2,2,2,6,2,4,5,6,5,5,4,2,5,5,3,5,5,4,4,3,5,6,2,2,5,2,3,2,3,3,3,3,5,4,6,5,5,4,5,1,4,3,2,2,7,7,4,5,4,5,4,7,7,7,6,5,2,5,3,5,5,3,6,5,5,2,2,2,2,2,5,3,5,4,3,5,5,4,5,3,5,5,5,1,6,1,1,1,4,4,4,4,4,6,6,5,5,6,4,2,21,punjabi,undetermined,,9,9,9,1,2
R_1dMFPUal0fb4uCt,Default Response Set,Anonymous,,,206.116.180.76,0,2018-03-28 15:30,2018-03-28 15:47,1,,,93246,1,62,1,5,5,4,3,5,3,5,3,3,6,4,3,3,4,5,4,5,4,5,4,4,5,4,5,4,3,5,4,5,5,5,6,5,3,2,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,1,3,3,4,4,6,6,6,5,6,6,5,7,5,6,5,6,5,6,6,5,5,4,5,5,5,3,4,4,5,2,5,5,5,4,5,5,4,4,4,4,4,4,5,3,6,3,4,5,4,3,3,3,3,6,5,6,5,5,5,1,22,Chinese Canadian,Economics,7,7,7,6,2,2
R_3k51BYaB4ZjyHg1,Default Response Set,Anonymous,,,209.52.88.156,0,2018-03-28 15:46,2018-03-28 15:59,1,,,89611,1,53,1,6,6,3,3,5,3,3,5,3,6,3,4,2,3,6,4,5,5,3,6,6,5,2,5,2,2,4,5,5,2,6,6,6,3,2,5,6,5,5,4,2,5,6,5,5,5,5,4,2,5,1,4,4,4,4,6,5,5,5,5,5,6,5,5,5,5,6,5,4,5,5,5,3,6,3,5,5,4,6,6,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,7,2,3,4,4,3,3,6,6,5,2,5,5,2,19,Chinese,Business,6,2,2,2,1,2
R_3NJWqoZXfEMoqUS,Default Response Set,Anonymous,,,207.23.192.230,0,2018-03-21 16:31,2018-03-21 16:31,0,,,22480,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_2E661HmhkYV260m,Default Response Set,Anonymous,,,96.55.158.10,0,2018-03-28 20:58,2018-03-28 21:09,1,,,87709,1,69,1,6,5,2,5,5,2,3,2,2,5,2,2,1,2,2,5,3,2,4,2,4,4,2,5,2,2,6,2,6,2,5,5,3,4,3,6,6,3,4,2,3,6,6,6,6,5,2,3,2,6,1,4,4,3,4,6,6,6,6,6,5,2,2,4,2,6,4,1,5,6,5,2,2,5,6,3,2,2,6,5,1,6,1,1,3,1,3,4,2,4,4,4,4,4,4,6,4,5,4,5,3,2,3,2,6,6,6,6,6,6,1,27,Canadian,Psychology,15,4,2,6,2,2
R_UmQj7Re5pTi9pWV,Default Response Set,Anonymous,,,64.114.30.114,0,2018-03-28 12:48,2018-03-28 21:58,1,,,13117,1,40,1,6,6,3,6,4,6,4,4,3,6,2,4,4,2,6,5,5,4,3,4,6,2,2,5,4,2,4,2,2,2,6,4,5,2,1,5,5,1,2,1,2,2,5,6,6,6,5,3,2,3,1,2,3,4,4,7,6,4,5,5,5,4,3,6,7,5,5,1,2,6,5,2,5,6,5,6,3,2,2,2,1,5,2,4,4,2,4,4,4,2,2,4,3,4,4,4,1,7,3,4,4,4,4,4,7,3,2,2,2,2,2,20,filipino,Biology ,10,2,2,2,1,2
R_2PnSvedtGGCDUCK,Default Response Set,Anonymous,,,70.78.135.106,0,2018-03-28 21:49,2018-03-28 22:11,1,,,9463,1,70,1,7,6,3,3,7,2,2,5,2,6,2,6,2,2,5,1,2,6,1,2,6,3,1,2,5,3,5,3,6,1,6,7,7,2,1,7,5,3,1,1,6,1,3,7,7,5,7,7,6,6,1,4,2,4,2,7,7,6,6,6,6,6,4,5,3,7,6,2,5,6,7,6,4,6,4,6,3,1,2,1,1,5,3,2,3,1,3,4,3,3,3,3,3,4,5,6,4,3,2,3,4,3,4,3,6,6,6,5,6,6,2,22,Canadian,Psychology,15,8,8,8,4,2
R_1eylXcSvfuxmMp0,Default Response Set,Anonymous,,,70.79.167.206,0,2018-03-29 0:36,2018-03-29 1:02,1,,,82973,1,70,1,4,6,2,1,2,1,1,2,1,6,2,4,1,2,6,1,6,4,1,2,5,2,1,1,3,1,4,4,4,2,7,7,7,6,1,4,2,2,2,2,2,3,2,2,6,2,5,4,5,2,1,2,2,5,4,7,5,4,3,6,4,5,5,4,2,3,7,2,4,4,5,6,5,7,7,4,5,2,5,5,1,6,4,5,5,3,4,4,5,3,3,3,3,3,4,5,4,6,5,4,4,4,4,4,5,5,1,1,5,2,2,21,Chinese,Criminology,10,2,1,1,1,2
R_2qxDf5NQKdPffuH,Default Response Set,Anonymous,,,24.85.125.167,0,2018-03-29 3:18,2018-03-29 3:33,1,,,9871,1,70,1,5,3,5,3,3,3,5,3,2,5,3,3,5,3,5,5,3,3,5,3,6,6,3,5,5,3,5,4,5,3,5,5,6,3,3,5,3,3,5,3,6,4,2,4,5,3,6,5,5,6,1,3,4,4,4,7,5,5,4,6,5,5,5,5,3,4,5,2,4,5,5,5,5,6,5,5,3,3,4,3,2,7,4,5,5,4,4,4,3,2,3,3,4,5,5,6,5,6,4,4,4,3,3,3,5,5,4,3,5,5,1,18,Chinese/Caucasian,Criminology,10,4,3,5,4,2
R_3GkoMcn2egxOBpB,Default Response Set,Anonymous,,,174.6.86.251,0,2018-03-29 11:20,2018-03-29 11:28,1,,,88280,1,66,1,6,3,4,3,4,6,4,4,4,5,4,3,4,4,5,4,3,4,4,4,5,3,4,4,2,6,4,5,7,4,5,5,6,4,3,5,6,4,6,4,5,7,7,4,4,3,5,4,4,5,1,5,5,3,3,7,6,6,5,5,5,4,6,6,6,4,4,5,5,5,5,7,5,5,6,6,5,5,5,5,6,5,5,5,5,4,5,4,4,5,5,5,5,4,6,6,6,5,5,6,3,2,2,2,6,6,7,3,4,4,2,20,yellow,psychology,,8,8,8,4,2
R_z9cSWQqaOZpHU9X,Default Response Set,Anonymous,,,174.7.41.163,0,2018-03-29 12:50,2018-03-29 13:13,1,,,33087,1,50,1,4,5,4,3,4,4,3,4,4,4,2,3,3,2,5,4,4,4,4,3,4,2,4,5,4,3,4,4,5,3,4,6,6,4,2,5,4,4,4,5,3,5,5,4,4,4,4,4,4,5,1,4,4,4,4,6,6,6,6,6,4,4,4,5,4,5,3,5,5,5,5,4,3,4,5,4,4,2,4,5,3,4,3,3,3,3,4,3,2,4,4,4,4,4,4,7,6,4,4,4,3,3,2,2,5,5,5,3,5,5,1,19,Chinese,Computer Science,15,8,8,8,2,2
R_1dv18kIwk5l81JH,Default Response Set,Anonymous,,,207.23.177.79,0,2018-03-22 13:31,2018-03-22 13:31,0,,,97780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_2DOFpzhNkZ5gugP,Default Response Set,Anonymous,,,184.151.231.113,0,2018-03-29 13:31,2018-03-29 13:41,1,,,41916,1,68,1,6,5,5,6,5,7,4,3,3,5,5,4,3,3,3,5,3,5,3,5,5,3,2,3,3,6,4,5,5,3,3,2,2,3,5,5,5,2,6,2,3,5,6,6,6,3,3,3,5,6,1,5,4,2,4,7,7,5,7,4,4,4,4,3,3,4,3,3,3,6,6,5,3,5,3,3,3,3,2,6,3,3,2,3,2,3,3,4,3,5,4,5,5,5,2,6,4,7,2,4,3,3,3,2,6,5,6,4,5,6,1,18,Gujurati,Business,12,2,2,3,3,2
R_UABEAnmMNFBo1rz,Default Response Set,Anonymous,,,172.218.145.203,0,2018-03-29 13:52,2018-03-29 14:03,1,,,52080,1,50,1,5,4,4,5,5,6,5,4,4,4,4,4,5,4,5,5,4,4,5,5,4,5,4,4,2,5,4,4,4,5,6,5,5,4,5,4,5,2,5,2,5,5,4,5,3,5,5,4,6,4,1,4,4,4,4,7,6,7,4,5,4,5,5,5,5,6,7,7,7,7,6,6,6,5,5,5,5,5,5,6,2,5,5,4,4,5,4,4,4,3,5,5,5,5,4,6,5,7,4,6,3,3,2,2,6,5,5,5,5,6,1,23,chinese,computing science,7,2,4,2,1,2
R_3k56jpjlzKgKEud,Default Response Set,Anonymous,,,207.23.196.144,0,2018-03-29 14:29,2018-03-29 14:43,1,,,50431,1,71,1,6,3,3,3,3,6,5,5,3,5,4,4,3,2,5,4,3,5,3,2,5,2,2,5,4,5,5,3,6,3,5,5,5,3,6,5,3,2,5,2,5,3,3,5,6,5,6,4,3,6,1,3,4,4,4,7,7,6,4,6,6,5,2,4,4,6,4,2,3,6,6,5,4,3,4,4,2,3,3,3,2,5,3,4,3,2,4,4,3,5,5,5,5,5,6,7,1,3,2,4,4,3,3,3,6,6,3,2,6,5,2,18,caucasian,criminology,13,3,3,5,1,2
R_BFd3AgzDeGe13fr,Default Response Set,Anonymous,,,50.67.44.5,0,2018-03-29 14:00,2018-03-29 14:49,1,,,34290,1,78,1,5,4,2,2,3,3,3,2,1,6,1,3,2,2,5,3,5,2,2,1,5,1,1,1,2,3,3,2,5,1,7,7,7,2,1,5,5,3,5,3,5,1,3,5,5,4,5,4,4,3,1,1,4,4,4,6,3,3,5,5,5,6,5,5,6,3,6,2,5,5,5,3,5,6,5,6,3,1,3,3,2,5,4,4,5,4,4,4,5,2,2,2,2,4,5,5,5,4,4,4,4,4,3,2,5,6,2,2,3,2,2,19,Vietnamese,Psychology,2,8,3,8,1,2
R_sF2pk9d42bq04zn,Default Response Set,Anonymous,,,50.92.19.206,0,2018-03-29 15:13,2018-03-29 15:21,1,,,91166,1,40,1,3,5,4,3,5,5,3,4,3,6,3,4,1,3,5,3,5,3,2,3,3,5,3,5,3,3,5,6,5,5,5,5,5,3,2,5,7,5,4,5,7,7,6,6,5,6,5,7,6,5,1,3,4,4,5,6,5,5,5,7,5,5,4,5,5,5,5,3,4,6,7,6,6,6,4,5,2,1,5,6,2,7,4,3,4,4,5,5,5,4,4,5,4,5,1,7,6,4,2,7,2,2,2,2,6,5,5,6,5,5,2,19,Chinese,Psychology ,6,2,2,2,1,2
