V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q216_1,Q216_2,Q216_6,Q216_7,Q216_12,Q216_13,Q216_15,Q216_17,Q216_22,Q216_24,Q216_30,Q216_34,Q216_35,Q216_36,Q216_37,Q217,Q218_1,Q218_2,Q218_3,Q218_4,Q219_1,Q219_2,Q219_3,Q219_4,Q219_5,Q219_6,Q219_7,Q219_8,Q219_9,Q219_10,Q219_11,Q219_12,Q219_13,Q219_14,Q219_15,Q220_1,Q220_2,Q220_3,Q220_4,Q220_5,Q220_6,Q220_7,Q220_8,Q220_9,Q220_10,Q220_11,Q220_13,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q222_1,Q222_2,Q222_3,Q222_4,Q222_5,Q222_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,Q59,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1K9HPcQG5qaoeih,Default Response Set,Anonymous,,,172.103.148.110,0,2018-03-22 09:04:44,2018-03-22 09:17:44,1,11104,1,50,1,4,4,2,3,3,3,2,2,4,4,3,3,2,2,5,2,5,4,2,3,4,2,2,2,2,4,5,2,3,2,5,4,5,3,3,3,2,2,3,3,5,3,2,2,4,3,4,5,5,2,1,2,2,3,4,5,7,3,5,5,2,5,4,5,5,2,4,1,2,2,5,5,5,5,5,5,4,2,5,5,2,6,3,3,4,2,4,4,3,4,2,4,4,4,3,3,3,3,5,5,2,2,4,3,6,7,3,2,1,2,2,18,Chinese,Criminology ,5,3,3,4,1,1,49.169998168945,-123.13679504395,-1,
R_3scBSFlUjruYVHO,Default Response Set,Anonymous,,,24.114.37.164,0,2018-03-15 10:40:58,2018-03-15 10:41:14,0,40085,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2WYhph1ACJfBOv7,Default Response Set,Anonymous,,,207.23.177.79,0,2018-03-22 10:41:08,2018-03-22 10:56:24,1,97780,1,71,1,5,6,3,3,4,2,3,3,2,6,2,4,2,2,5,3,6,3,5,3,4,3,2,3,2,5,4,3,5,2,6,6,6,3,2,5,5,2,4,2,5,3,5,4,6,5,5,4,3,5,1,2,2,3,4,7,7,6,4,5,2,6,4,5,6,5,3,2,6,2,6,5,5,6,6,5,5,3,2,3,2,5,5,5,5,4,5,4,3,4,3,4,3,4,4,4,2,3,3,3,5,5,5,5,3,6,5,3,6,6,1,19,Indian,Mechatronics Systems Engineering,7,3,3,4,3,1,49.264007568359,-122.93690490723,-1,
R_1dK2c338tDmMq9P,Default Response Set,Anonymous,,,184.151.231.186,0,2018-03-22 10:57:24,2018-03-22 11:12:55,1,41043,1,60,1,6,6,2,5,5,3,3,3,3,6,3,6,2,1,5,4,5,3,5,2,4,2,2,2,1,3,3,2,5,2,6,6,6,2,2,6,6,3,3,2,5,3,3,6,5,5,5,5,5,6,1,4,4,4,5,6,5,5,2,5,5,5,5,4,6,5,4,1,3,4,6,5,5,6,5,6,3,2,5,6,2,6,5,4,5,4,5,4,4,2,3,3,4,4,4,4,3,2,5,5,3,3,5,5,5,5,5,6,3,4,2,21,Caucasian,Education,6,2,2,3,3,1,49.217498779297,-123.03799438477,-1,
R_bkZOrdGS2LVL9PH,Default Response Set,Anonymous,,,207.23.168.109,0,2018-03-22 11:25:31,2018-03-22 11:41:41,1,30007,1,75,1,5,4,4,6,3,5,5,5,5,3,3,4,2,4,3,5,2,3,3,5,5,6,4,6,5,5,4,5,6,6,3,3,5,6,3,6,7,5,5,6,2,7,7,6,7,6,2,5,3,7,1,5,5,4,3,7,7,7,7,2,5,4,2,2,2,7,5,5,4,7,6,5,5,6,4,5,5,5,3,5,4,6,2,2,2,3,4,3,3,5,5,5,5,5,3,3,3,2,7,7,6,5,7,6,6,6,5,6,6,5,1,20,Eurasian,Political Science,10,4,5,3,2,1,49.264007568359,-122.93690490723,-1,
R_3FXNSFWLxQ044Yo,Default Response Set,Anonymous,,,70.70.252.160,0,2018-03-22 12:30:03,2018-03-22 12:42:36,1,47758,1,2,1,4,3,2,2,3,2,3,2,3,6,3,2,4,1,2,2,4,3,4,2,5,3,2,3,5,2,5,3,5,2,5,5,4,4,2,2,2,2,2,2,4,2,2,5,5,2,4,2,4,2,1,2,3,3,2,7,7,6,3,5,4,5,3,6,5,6,5,3,7,6,5,5,3,5,2,2,2,2,5,1,2,5,2,3,4,2,5,5,3,5,5,5,5,5,4,3,4,3,6,6,3,1,5,5,6,5,7,3,5,3,2,20,South asian,Psychology,7,9,9,9,4,1,49.141006469727,-122.85690307617,-1,
R_3LcqhlTlknoZ12E,Default Response Set,Anonymous,,,209.52.88.121,0,2018-03-22 14:13:38,2018-03-22 14:27:33,1,35429,1,60,1,5,6,5,3,5,2,1,5,2,6,3,3,1,2,7,1,2,3,2,3,5,2,3,3,3,2,5,5,6,2,7,6,6,2,1,7,5,5,5,4,4,5,3,7,5,3,5,5,5,7,1,2,3,4,4,7,3,4,6,7,5,4,4,6,5,4,5,3,5,5,5,6,5,6,5,6,3,2,3,3,2,5,3,4,4,4,5,5,4,4,5,3,4,5,4,4,3,3,3,3,3,2,2,2,2,6,4,7,4,4,2,23,Caucasian,Kinesiology,12,2,1,2,1,1,49.170700073242,-122.73260498047,-1,
R_2SofiuEtgV8v6dB,Default Response Set,Anonymous,,,70.70.118.74,0,2018-03-22 14:33:32,2018-03-22 14:55:32,1,49414,1,63,1,5,4,5,2,5,3,3,5,2,4,5,3,3,4,6,5,3,6,3,5,4,5,4,3,4,3,5,5,5,5,5,5,6,3,2,5,6,3,4,3,3,5,4,5,5,5,6,6,3,5,1,3,4,4,5,5,7,7,6,6,6,6,4,4,4,5,5,1,5,3,7,6,6,7,2,5,3,4,6,5,3,6,4,4,4,4,5,5,5,3,3,3,4,4,4,3,4,2,6,4,1,2,6,3,2,7,3,2,1,3,2,18,sikh ,criminology ,,3,2,3,1,1,49.170700073242,-122.73260498047,-1,
R_3pgclAhRD3V8H9o,Default Response Set,Anonymous,,,140.161.250.179,0,2018-03-22 16:30:24,2018-03-22 17:16:40,1,12020,1,0,1,5,5,6,2,5,5,1,6,4,4,4,4,1,4,6,4,4,4,3,3,4,5,4,6,3,2,4,4,6,4,6,6,6,2,2,6,7,4,4,1,2,7,7,6,7,6,4,5,5,5,1,2,3,5,4,5,7,7,5,5,6,7,3,2,4,6,6,3,7,5,6,5,2,4,2,2,2,3,6,7,6,6,2,5,4,5,4,3,5,4,4,4,4,2,3,3,2,1,6,6,6,2,6,5,4,6,3,6,3,4,2,25,Asian/Canadian,Business,,2,2,6,4,1,49.220092773438,-122.89979553223,-1,
R_1MXvWgmUozG0ltk,Default Response Set,Anonymous,,,216.251.140.26,0,2018-03-22 17:43:32,2018-03-22 17:59:28,1,02634,1,57,1,5,5,4,3,5,1,5,4,2,5,4,7,2,2,5,4,6,3,2,4,5,5,2,5,4,3,3,4,5,4,7,6,5,2,1,6,3,4,3,4,2,5,6,6,4,7,2,3,2,5,1,1,2,4,4,6,6,2,4,6,5,6,5,5,5,6,6,1,6,6,7,5,4,6,7,6,6,1,2,1,1,6,5,3,4,4,4,4,4,4,1,5,5,5,4,3,4,4,5,5,5,5,5,3,3,5,2,5,4,4,2,22,Canadian,Undeclared,8,4,5,3,2,1,49.220092773438,-122.89979553223,-1,
R_2BlpLRhflL2hgNx,Default Response Set,Anonymous,,,207.216.201.212,0,2018-03-23 00:46:54,2018-03-23 00:51:14,1,91432,1,76,1,5,4,4,4,4,5,3,3,4,3,4,4,5,4,5,5,4,4,3,2,5,4,4,3,2,3,4,3,2,4,3,4,1,2,3,4,4,2,4,5,4,4,4,5,5,4,3,3,4,4,1,3,2,3,4,4,5,4,3,5,5,4,4,3,5,6,4,4,5,5,2,4,4,3,4,4,4,3,3,4,5,5,2,4,4,2,4,3,3,3,3,4,3,4,3,3,2,3,4,4,4,4,2,4,4,5,4,4,4,4,2,18,South asian,Psychology,7,2,3,4,1,1,49.15510559082,-122.91239929199,-1,
R_bxWidy36JRzZrkR,Default Response Set,Anonymous,,,24.80.139.177,0,2018-03-23 10:04:55,2018-03-23 10:21:19,1,PUSER2,1,41,1,4,4,4,3,5,4,4,4,3,5,2,4,4,4,4,4,5,4,3,2,4,3,2,5,2,3,5,4,4,3,5,5,5,4,3,5,5,2,3,2,5,4,2,2,5,4,5,5,4,5,1,2,3,4,5,7,7,4,4,3,5,5,4,4,4,5,3,4,4,4,5,4,4,5,5,5,3,2,4,5,4,3,3,3,3,2,5,4,2,4,4,5,5,5,4,3,3,2,3,3,4,4,5,4,4,7,1,7,1,4,2,18,South Asian,Cog sci,2,8,8,8,4,1,49.227493286133,-122.9300994873,-1,
R_1GN9LpH2CiUk07m,Default Response Set,Anonymous,,,207.23.164.63,0,2018-03-16 10:37:12,2018-03-16 10:42:56,0,64035,1,72,1,3,2,2,1,5,4,2,5,1,6,5,4,2,2,5,3,5,5,2,4,4,3,2,5,3,2,4,3,3,2,6,7,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_rfhDlrjCF24l66Z,Default Response Set,Anonymous,,,174.7.55.234,0,2018-03-23 10:40:26,2018-03-23 10:50:45,1,10952,1,70,1,6,7,4,2,5,3,4,4,1,6,5,4,5,3,5,4,4,5,4,6,4,4,2,6,2,3,6,5,6,2,6,5,7,5,1,6,5,4,1,2,6,6,6,6,4,7,6,5,5,6,1,4,5,5,3,7,7,7,7,7,5,4,6,4,5,5,5,4,7,7,6,7,7,6,6,7,5,5,6,4,4,7,4,5,5,5,5,4,5,5,5,5,5,5,3,3,3,3,7,6,4,3,5,6,4,6,4,4,4,4,2,18,Chinese and Caribbean ,psychology,7,5,3,5,2,1,49.264007568359,-122.93690490723,-1,
R_3fdc7cX4dJIgI85,Default Response Set,Anonymous,,,207.23.202.146,0,2018-03-23 14:07:01,2018-03-23 14:10:50,1,02886,1,,1,4,4,5,5,4,5,5,5,4,4,4,4,5,5,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,5,1,21,black,Psych,11,2,2,3,1,1,49.264007568359,-122.93690490723,-1,
R_uyMgZI60UU8ns0F,Default Response Set,Anonymous,,,207.216.127.18,0,2018-03-23 18:20:12,2018-03-23 19:45:59,1,57037,1,40,1,4,5,1,2,5,4,3,2,2,6,2,4,4,2,4,4,6,2,4,2,4,3,2,5,2,3,5,3,5,3,6,6,6,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,6,7,4,6,7,5,5,5,6,4,6,3,4,4,5,5,3,4,2,4,3,2,2,4,5,4,4,3,2,4,1,5,4,3,5,5,5,5,4,4,3,3,3,3,2,3,2,5,3,5,4,3,4,1,4,2,18,South Asian,Cog sci,2,8,8,8,4,1,49.230194091797,-122.99520111084,-1,
R_3dJMiZLHKdUgjbT,Default Response Set,Anonymous,,,184.65.186.144,0,2018-03-24 15:31:01,2018-03-24 15:35:54,1,78988,1,40,1,6,6,6,6,6,6,1,3,1,5,5,3,2,2,6,5,3,5,1,3,5,3,1,2,5,3,6,5,5,5,6,6,6,6,1,4,5,4,5,4,3,3,3,3,3,5,3,4,4,5,1,3,2,4,3,3,3,5,4,5,3,5,4,3,4,4,5,5,4,4,4,4,5,5,4,4,5,5,5,6,5,4,4,3,3,5,4,3,3,4,3,4,4,3,3,2,3,3,3,5,6,5,5,6,4,6,5,4,5,5,2,18,sikh,health science,7,1,1,2,1,1,49.170700073242,-122.73260498047,-1,
R_d5yjZRfgsC4Yruh,Default Response Set,Anonymous,,,207.23.195.87,0,2018-03-28 10:38:18,2018-03-28 10:52:46,1,89981,1,51,1,5,5,5,5,5,2,2,5,3,5,3,3,3,3,5,3,5,5,3,5,5,5,3,3,5,3,5,3,3,2,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,4,4,6,5,4,5,5,6,5,5,6,6,5,6,6,6,5,5,4,5,5,5,5,5,3,3,3,3,5,3,4,4,3,4,4,3,4,3,4,4,4,4,4,3,2,4,4,4,3,4,4,5,5,5,7,5,5,2,18,Persian/ Russian,Communications,10,8,8,8,1,1,49.264007568359,-122.93690490723,-1,
R_DjJQg1qRtcwalgZ,Default Response Set,Anonymous,,,207.23.161.1,0,2018-03-28 11:17:00,2018-03-28 11:26:24,1,47697,1,65,1,5,6,4,4,5,3,2,3,3,6,3,3,4,2,5,3,3,3,5,3,4,2,2,3,2,3,5,2,5,2,5,5,5,3,2,5,5,3,3,2,4,3,3,5,5,3,5,5,4,6,1,4,4,4,3,7,6,6,5,5,5,5,5,5,6,6,4,4,5,4,5,4,3,5,4,4,3,3,3,3,1,4,3,4,4,4,4,4,4,5,5,5,5,5,4,4,3,3,4,3,2,2,5,3,5,5,4,5,4,5,1,19,European/ southeast asian,Resources and Environmental Management ,14,3,2,3,3,1,49.264007568359,-122.93690490723,-1,
R_3IVMGXw19BwMZuF,Default Response Set,Anonymous,,,70.71.220.6,0,2018-03-28 11:21:38,2018-03-28 11:31:28,1,72369,1,67,1,5,2,4,2,5,2,1,5,2,5,2,2,1,2,7,4,2,4,2,4,4,4,2,5,2,1,4,4,5,2,5,6,6,4,1,5,4,3,4,2,3,4,1,5,5,1,5,5,5,5,1,2,3,2,2,7,7,7,2,7,6,6,4,4,4,7,4,2,5,6,5,4,4,2,5,4,3,2,2,2,2,5,2,3,5,5,5,5,5,4,3,5,5,5,4,4,3,3,5,5,1,1,3,1,1,7,1,7,4,4,2,22,Indian,Health science,14,5,4,5,2,1,49.188903808594,-122.87300109863,-1,
R_5hCHH2bU2jmemgp,Default Response Set,Anonymous,,,207.23.201.8,0,2018-03-28 11:31:46,2018-03-28 11:41:23,1,34247,1,52,1,6,3,1,3,2,5,3,1,3,4,1,5,1,3,3,7,3,2,2,2,2,1,1,6,2,3,4,2,1,2,3,2,5,5,3,2,6,2,5,3,3,5,2,2,6,2,5,5,5,6,1,5,5,4,3,7,7,6,7,3,4,4,4,3,5,7,5,2,5,7,6,7,5,2,3,2,2,5,2,7,6,7,3,3,3,3,4,4,4,5,5,5,5,5,3,3,2,2,6,7,5,3,6,5,6,2,5,4,4,6,1,19,Portuguese,Criminology,8,5,3,5,2,1,49.264007568359,-122.93690490723,-1,
R_3CKsrXNnoTGuE68,Default Response Set,Anonymous,,,96.48.148.255,0,2018-03-28 11:47:29,2018-03-28 12:01:02,1,17978,1,75,1,6,5,5,2,5,3,2,5,2,5,4,4,2,2,7,3,4,4,3,5,6,3,2,3,2,2,4,3,5,2,6,6,5,5,1,5,2,3,2,2,4,2,2,5,5,5,6,5,5,5,1,3,3,4,4,6,6,5,5,3,5,6,4,4,4,3,4,5,6,6,5,5,3,6,6,7,3,3,2,2,1,6,5,5,5,5,4,5,5,3,3,4,3,3,3,3,3,3,5,5,5,2,5,2,5,7,5,2,7,3,2,19,indian ,psychology ,15,8,2,5,1,1,49.141006469727,-122.85690307617,-1,
R_3lSICAI4Giu4HQo,Default Response Set,Anonymous,,,24.87.69.236,0,2018-03-28 13:12:55,2018-03-28 13:27:02,1,11614,1,51,1,5,5,5,3,5,4,2,3,2,3,2,2,2,2,6,2,4,5,6,5,5,4,2,5,5,3,5,5,4,4,3,5,6,2,2,5,2,3,2,3,3,3,3,5,4,6,5,5,4,5,1,4,3,2,2,7,7,4,5,4,5,4,7,7,7,6,5,2,5,3,5,5,3,6,5,5,2,2,2,2,2,5,3,5,4,3,5,5,4,5,3,5,5,5,4,4,4,4,6,6,5,5,6,4,1,6,1,1,1,4,2,21,punjabi,undetermined,,9,9,9,1,1,49.169998168945,-123.13679504395,-1,
R_1dMFPUal0fb4uCt,Default Response Set,Anonymous,,,206.116.180.76,0,2018-03-28 15:30:23,2018-03-28 15:47:36,1,93246,1,62,1,5,5,4,3,5,3,5,3,3,6,4,3,3,4,5,4,5,4,5,4,4,5,4,5,4,3,5,4,5,5,5,6,5,3,2,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,1,3,3,4,4,6,6,6,5,6,6,5,7,5,6,5,6,5,6,6,5,5,4,5,5,5,3,4,4,5,2,5,5,5,4,5,5,4,4,4,4,4,4,5,3,3,3,3,6,5,6,5,5,5,3,6,3,4,5,4,1,22,Chinese Canadian,Economics,7,7,7,6,2,1,49.169998168945,-123.13679504395,-1,
R_3k51BYaB4ZjyHg1,Default Response Set,Anonymous,,,209.52.88.156,0,2018-03-28 15:46:41,2018-03-28 15:59:10,1,89611,1,53,1,6,6,3,3,5,3,3,5,3,6,3,4,2,3,6,4,5,5,3,6,6,5,2,5,2,2,4,5,5,2,6,6,6,3,2,5,6,5,5,4,2,5,6,5,5,5,5,4,2,5,1,4,4,4,4,6,5,5,5,5,5,6,5,5,5,5,6,5,4,5,5,5,3,6,3,5,5,4,6,6,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,6,6,5,2,5,5,5,4,4,7,2,3,2,19,Chinese,Business,6,2,2,2,1,1,49.141006469727,-122.85690307617,-1,
R_3NJWqoZXfEMoqUS,Default Response Set,Anonymous,,,207.23.192.230,0,2018-03-21 16:31:41,2018-03-21 16:31:51,0,22480,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2E661HmhkYV260m,Default Response Set,Anonymous,,,96.55.158.10,0,2018-03-28 20:58:37,2018-03-28 21:09:17,1,87709,1,69,1,6,5,2,5,5,2,3,2,2,5,2,2,1,2,2,5,3,2,4,2,4,4,2,5,2,2,6,2,6,2,5,5,3,4,3,6,6,3,4,2,3,6,6,6,6,5,2,3,2,6,1,4,4,3,4,6,6,6,6,6,5,2,2,4,2,6,4,1,5,6,5,2,2,5,6,3,2,2,6,5,1,6,1,1,3,1,3,4,2,4,4,4,4,4,3,2,3,2,6,6,6,6,6,6,4,6,4,5,4,5,1,27,Canadian,Psychology,15,4,2,6,2,1,49.188598632812,-122.93840026855,-1,
R_UmQj7Re5pTi9pWV,Default Response Set,Anonymous,,,64.114.30.114,0,2018-03-28 12:48:09,2018-03-28 21:58:29,1,13117,1,40,1,6,6,3,6,4,6,4,4,3,6,2,4,4,2,6,5,5,4,3,4,6,2,2,5,4,2,4,2,2,2,6,4,5,2,1,5,5,1,2,1,2,2,5,6,6,6,5,3,2,3,1,2,3,4,4,7,6,4,5,5,5,4,3,6,7,5,5,1,2,6,5,2,5,6,5,6,3,2,2,2,1,5,2,4,4,2,4,4,4,2,2,4,3,4,4,4,4,4,7,3,2,2,2,2,4,4,1,7,3,4,2,20,filipino,Biology ,10,2,2,2,1,1,49.239700317383,-123.04069519043,-1,
R_2PnSvedtGGCDUCK,Default Response Set,Anonymous,,,70.78.135.106,0,2018-03-28 21:49:15,2018-03-28 22:11:58,1,09463,1,70,1,7,6,3,3,7,2,2,5,2,6,2,6,2,2,5,1,2,6,1,2,6,3,1,2,5,3,5,3,6,1,6,7,7,2,1,7,5,3,1,1,6,1,3,7,7,5,7,7,6,6,1,4,2,4,2,7,7,6,6,6,6,6,4,5,3,7,6,2,5,6,7,6,4,6,4,6,3,1,2,1,1,5,3,2,3,1,3,4,3,3,3,3,3,4,4,3,4,3,6,6,6,5,6,6,5,6,4,3,2,3,2,22,Canadian,Psychology,15,8,8,8,4,1,49.03840637207,-122.3484954834,-1,
R_1eylXcSvfuxmMp0,Default Response Set,Anonymous,,,70.79.167.206,0,2018-03-29 00:36:48,2018-03-29 01:02:38,1,82973,1,70,1,4,6,2,1,2,1,1,2,1,6,2,4,1,2,6,1,6,4,1,2,5,2,1,1,3,1,4,4,4,2,7,7,7,6,1,4,2,2,2,2,2,3,2,2,6,2,5,4,5,2,1,2,2,5,4,7,5,4,3,6,4,5,5,4,2,3,7,2,4,4,5,6,5,7,7,4,5,2,5,5,1,6,4,5,5,3,4,4,5,3,3,3,3,3,4,4,4,4,5,5,1,1,5,2,4,5,4,6,5,4,2,21,Chinese,Criminology,10,2,1,1,1,1,49.217498779297,-123.03799438477,-1,
R_2qxDf5NQKdPffuH,Default Response Set,Anonymous,,,24.85.125.167,0,2018-03-29 03:18:56,2018-03-29 03:33:23,1,09871,1,70,1,5,3,5,3,3,3,5,3,2,5,3,3,5,3,5,5,3,3,5,3,6,6,3,5,5,3,5,4,5,3,5,5,6,3,3,5,3,3,5,3,6,4,2,4,5,3,6,5,5,6,1,3,4,4,4,7,5,5,4,6,5,5,5,5,3,4,5,2,4,5,5,5,5,6,5,5,3,3,4,3,2,7,4,5,5,4,4,4,3,2,3,3,4,5,4,3,3,3,5,5,4,3,5,5,5,6,5,6,4,4,1,18,Chinese/Caucasian,Criminology,10,4,3,5,4,1,49.274002075195,-123.0074005127,-1,
R_2v7jItmeV3DpqV9,Default Response Set,Anonymous,,,207.23.196.178,0,2018-03-29 10:27:29,2018-03-29 10:48:53,1,PUSER2,1,40,1,5,5,5,6,3,6,2,5,3,5,2,3,2,3,5,3,3,5,2,2,5,3,2,3,3,3,5,2,5,2,5,4,5,3,2,5,5,5,5,3,3,6,6,3,5,3,5,5,4,6,1,4,4,2,4,6,6,6,6,6,6,5,5,5,4,5,3,2,2,6,5,5,4,3,5,5,3,3,3,2,2,5,4,3,4,3,4,4,4,4,4,5,5,3,4,3,4,2,7,6,5,3,5,5,2,2,5,6,3,6,1,18,Chinese,Economics,8,8,8,8,3,1,49.264007568359,-122.93690490723,-1,
R_3GkoMcn2egxOBpB,Default Response Set,Anonymous,,,174.6.86.251,0,2018-03-29 11:20:50,2018-03-29 11:28:56,1,88280,1,66,1,6,3,4,3,4,6,4,4,4,5,4,3,4,4,5,4,3,4,4,4,5,3,4,4,2,6,4,5,7,4,5,5,6,4,3,5,6,4,6,4,5,7,7,4,4,3,5,4,4,5,1,5,5,3,3,7,6,6,5,5,5,4,6,6,6,4,4,5,5,5,5,7,5,5,6,6,5,5,5,5,6,5,5,5,5,4,5,4,4,5,5,5,5,4,3,2,2,2,6,6,7,3,4,4,6,6,6,5,5,6,2,20,yellow,psychology,,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
R_z9cSWQqaOZpHU9X,Default Response Set,Anonymous,,,174.7.41.163,0,2018-03-29 12:50:54,2018-03-29 13:13:30,1,33087,1,50,1,4,5,4,3,4,4,3,4,4,4,2,3,3,2,5,4,4,4,4,3,4,2,4,5,4,3,4,4,5,3,4,6,6,4,2,5,4,4,4,5,3,5,5,4,4,4,4,4,4,5,1,4,4,4,4,6,6,6,6,6,4,4,4,5,4,5,3,5,5,5,5,4,3,4,5,4,4,2,4,5,3,4,3,3,3,3,4,3,2,4,4,4,4,4,3,3,2,2,5,5,5,3,5,5,4,7,6,4,4,4,1,19,Chinese,Computer Science,15,8,8,8,2,1,49.264007568359,-122.93690490723,-1,
R_1dv18kIwk5l81JH,Default Response Set,Anonymous,,,207.23.177.79,0,2018-03-22 13:31:26,2018-03-22 13:31:32,0,97780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2DOFpzhNkZ5gugP,Default Response Set,Anonymous,,,184.151.231.113,0,2018-03-29 13:31:32,2018-03-29 13:41:30,1,41916,1,68,1,6,5,5,6,5,7,4,3,3,5,5,4,3,3,3,5,3,5,3,5,5,3,2,3,3,6,4,5,5,3,3,2,2,3,5,5,5,2,6,2,3,5,6,6,6,3,3,3,5,6,1,5,4,2,4,7,7,5,7,4,4,4,4,3,3,4,3,3,3,6,6,5,3,5,3,3,3,3,2,6,3,3,2,3,2,3,3,4,3,5,4,5,5,5,3,3,3,2,6,5,6,4,5,6,2,6,4,7,2,4,1,18,Gujurati,Business,12,2,2,3,3,1,49.217498779297,-123.03799438477,-1,
R_UABEAnmMNFBo1rz,Default Response Set,Anonymous,,,172.218.145.203,0,2018-03-29 13:52:33,2018-03-29 14:03:09,1,52080,1,50,1,5,4,4,5,5,6,5,4,4,4,4,4,5,4,5,5,4,4,5,5,4,5,4,4,2,5,4,4,4,5,6,5,5,4,5,4,5,2,5,2,5,5,4,5,3,5,5,4,6,4,1,4,4,4,4,7,6,7,4,5,4,5,5,5,5,6,7,7,7,7,6,6,6,5,5,5,5,5,5,6,2,5,5,4,4,5,4,4,4,3,5,5,5,5,3,3,2,2,6,5,5,5,5,6,4,6,5,7,4,6,1,23,chinese,computing science,7,2,4,2,1,1,49.274002075195,-123.0074005127,-1,
R_3k56jpjlzKgKEud,Default Response Set,Anonymous,,,207.23.196.144,0,2018-03-29 14:29:49,2018-03-29 14:43:52,1,50431,1,71,1,6,3,3,3,3,6,5,5,3,5,4,4,3,2,5,4,3,5,3,2,5,2,2,5,4,5,5,3,6,3,5,5,5,3,6,5,3,2,5,2,5,3,3,5,6,5,6,4,3,6,1,3,4,4,4,7,7,6,4,6,6,5,2,4,4,6,4,2,3,6,6,5,4,3,4,4,2,3,3,3,2,5,3,4,3,2,4,4,3,5,5,5,5,5,4,3,3,3,6,6,3,2,6,5,6,7,1,3,2,4,2,18,caucasian,criminology,13,3,3,5,1,1,49.264007568359,-122.93690490723,-1,
R_BFd3AgzDeGe13fr,Default Response Set,Anonymous,,,50.67.44.5,0,2018-03-29 14:00:56,2018-03-29 14:49:05,1,34290,1,78,1,5,4,2,2,3,3,3,2,1,6,1,3,2,2,5,3,5,2,2,1,5,1,1,1,2,3,3,2,5,1,7,7,7,2,1,5,5,3,5,3,5,1,3,5,5,4,5,4,4,3,1,1,4,4,4,6,3,3,5,5,5,6,5,5,6,3,6,2,5,5,5,3,5,6,5,6,3,1,3,3,2,5,4,4,5,4,4,4,5,2,2,2,2,4,4,4,3,2,5,6,2,2,3,2,5,5,5,4,4,4,2,19,Vietnamese,Psychology,2,8,3,8,1,1,49.194793701172,-122.81309509277,-1,
R_sF2pk9d42bq04zn,Default Response Set,Anonymous,,,50.92.19.206,0,2018-03-29 15:13:11,2018-03-29 15:21:34,1,91166,1,40,1,3,5,4,3,5,5,3,4,3,6,3,4,1,3,5,3,5,3,2,3,3,5,3,5,3,3,5,6,5,5,5,5,5,3,2,5,7,5,4,5,7,7,6,6,5,6,5,7,6,5,1,3,4,4,5,6,5,5,5,7,5,5,4,5,5,5,5,3,4,6,7,6,6,6,4,5,2,1,5,6,2,7,4,3,4,4,5,5,5,4,4,5,4,5,2,2,2,2,6,5,5,6,5,5,1,7,6,4,2,7,2,19,Chinese,Psychology ,6,2,2,2,1,1,49.323104858398,-122.86259460449,-1,
